ensembl_gene_id	Metformin_inVivo_Aorta-Control_inVivo_Aorta_logFC	Metformin_inVivo_Aorta-Control_inVivo_Aorta_logCPM	Metformin_inVivo_Aorta-Control_inVivo_Aorta_LR	Metformin_inVivo_Aorta-Control_inVivo_Aorta_PValue	Metformin_inVivo_Aorta-Control_inVivo_Aorta_FDR	Metformin_inVivo_Brain-Control_inVivo_Brain_logFC	Metformin_inVivo_Brain-Control_inVivo_Brain_logCPM	Metformin_inVivo_Brain-Control_inVivo_Brain_LR	Metformin_inVivo_Brain-Control_inVivo_Brain_PValue	Metformin_inVivo_Brain-Control_inVivo_Brain_FDR	Metformin_inVivo_Adipose-Control_inVivo_Adipose_logFC	Metformin_inVivo_Adipose-Control_inVivo_Adipose_logCPM	Metformin_inVivo_Adipose-Control_inVivo_Adipose_LR	Metformin_inVivo_Adipose-Control_inVivo_Adipose_PValue	Metformin_inVivo_Adipose-Control_inVivo_Adipose_FDR	Metformin_inVivo_Eyeball-Control_inVivo_Eyeball_logFC	Metformin_inVivo_Eyeball-Control_inVivo_Eyeball_logCPM	Metformin_inVivo_Eyeball-Control_inVivo_Eyeball_LR	Metformin_inVivo_Eyeball-Control_inVivo_Eyeball_PValue	Metformin_inVivo_Eyeball-Control_inVivo_Eyeball_FDR	Metformin_inVivo_Heart-Control_inVivo_Heart_logFC	Metformin_inVivo_Heart-Control_inVivo_Heart_logCPM	Metformin_inVivo_Heart-Control_inVivo_Heart_LR	Metformin_inVivo_Heart-Control_inVivo_Heart_PValue	Metformin_inVivo_Heart-Control_inVivo_Heart_FDR	Metformin_inVivo_Kidney-Control_inVivo_Kidney_logFC	Metformin_inVivo_Kidney-Control_inVivo_Kidney_logCPM	Metformin_inVivo_Kidney-Control_inVivo_Kidney_LR	Metformin_inVivo_Kidney-Control_inVivo_Kidney_PValue	Metformin_inVivo_Kidney-Control_inVivo_Kidney_FDR	Metformin_inVivo_Liver-Control_inVivo_Liver_logFC	Metformin_inVivo_Liver-Control_inVivo_Liver_logCPM	Metformin_inVivo_Liver-Control_inVivo_Liver_LR	Metformin_inVivo_Liver-Control_inVivo_Liver_PValue	Metformin_inVivo_Liver-Control_inVivo_Liver_FDR	Metformin_inVivo_Muscle-Control_inVivo_Muscle_logFC	Metformin_inVivo_Muscle-Control_inVivo_Muscle_logCPM	Metformin_inVivo_Muscle-Control_inVivo_Muscle_LR	Metformin_inVivo_Muscle-Control_inVivo_Muscle_PValue	Metformin_inVivo_Muscle-Control_inVivo_Muscle_FDR	Metformin_inVivo_Stomach-Control_inVivo_Stomach_logFC	Metformin_inVivo_Stomach-Control_inVivo_Stomach_logCPM	Metformin_inVivo_Stomach-Control_inVivo_Stomach_LR	Metformin_inVivo_Stomach-Control_inVivo_Stomach_PValue	Metformin_inVivo_Stomach-Control_inVivo_Stomach_FDR	Metformin_inVivo_Testis-Control_inVivo_Testis_logFC	Metformin_inVivo_Testis-Control_inVivo_Testis_logCPM	Metformin_inVivo_Testis-Control_inVivo_Testis_LR	Metformin_inVivo_Testis-Control_inVivo_Testis_PValue	Metformin_inVivo_Testis-Control_inVivo_Testis_FDR	Acarbose_inVivo_Liver.12F-Control_inVivo_Liver.12F_logFC	Acarbose_inVivo_Liver.12F-Control_inVivo_Liver.12F_logCPM	Acarbose_inVivo_Liver.12F-Control_inVivo_Liver.12F_LR	Acarbose_inVivo_Liver.12F-Control_inVivo_Liver.12F_PValue	Acarbose_inVivo_Liver.12F-Control_inVivo_Liver.12F_FDR	Acarbose_inVivo_Liver.12M-Control_inVivo_Liver.12M_logFC	Acarbose_inVivo_Liver.12M-Control_inVivo_Liver.12M_logCPM	Acarbose_inVivo_Liver.12M-Control_inVivo_Liver.12M_LR	Acarbose_inVivo_Liver.12M-Control_inVivo_Liver.12M_PValue	Acarbose_inVivo_Liver.12M-Control_inVivo_Liver.12M_FDR	Acarbose_inVivo_Liver.6F-Control_inVivo_Liver.6F_logFC	Acarbose_inVivo_Liver.6F-Control_inVivo_Liver.6F_logCPM	Acarbose_inVivo_Liver.6F-Control_inVivo_Liver.6F_LR	Acarbose_inVivo_Liver.6F-Control_inVivo_Liver.6F_PValue	Acarbose_inVivo_Liver.6F-Control_inVivo_Liver.6F_FDR	Acarbose_inVivo_Liver.6M-Control_inVivo_Liver.6M_logFC	Acarbose_inVivo_Liver.6M-Control_inVivo_Liver.6M_logCPM	Acarbose_inVivo_Liver.6M-Control_inVivo_Liver.6M_LR	Acarbose_inVivo_Liver.6M-Control_inVivo_Liver.6M_PValue	Acarbose_inVivo_Liver.6M-Control_inVivo_Liver.6M_FDR	entrezgene_id	wikigene_name
ENSMUSG00000034892	0.653145514508278	6.01600379741196	4.43836071413307	0.035139972928814	0.526960249904455	-0.433968105422908	6.01600379741196	1.7065964570013	0.191427558937704	1	-0.063901553013808	6.01600379741196	0.040690283471577	0.840136934194034	1	0.24052631941338	6.01600379741196	0.564336236056079	0.452518364240114	1	0.742812514951093	6.01600379741196	5.37960673557797	0.020373470049573	1	0.76179403846685	6.01600379741196	5.36941234103733	0.020492880644085	1	0.081612958339983	6.01600379741196	0.057579732489103	0.810362993083454	1	0.887494079278609	6.01600379741196	6.92262949721714	0.008511173573755	1	0.542325299030305	6.01600379741196	3.15479122330203	0.075704374692818	1	-0.498662592720891	6.01600379741196	2.25403013698417	0.133266925947367	1	-0.670145850069507	6.01600379741196	3.99937535011713	0.045517129913931	1	0.379624769595713	6.01600379741196	1.32396758811649	0.249881232142518	1	0.359912524293579	6.01600379741196	1.26889879855707	0.25997336621807	1	0.42524382661227	6.01600379741196	1.47624094316683	0.224363589036274	1	20090	Rps29
ENSMUSG00000074183	0.772461341617397	4.40525323463168	0.750868901169611	0.386201270893325	1	2.94120578040986	4.40525323463168	2.47989331051565	0.115310074444232	1	1.82103120008452	4.40525323463168	1.46519903088745	0.226104708780637	1	-0.016018560746072	4.40525323463168	0.000387610685834	0.984292398428962	1	-0.878506381909926	4.40525323463168	0.850371361346788	0.356447302679956	1	0.758817269977763	4.40525323463168	0.867118672991751	0.351754218680344	1	1.33713905839958	4.40525323463168	2.14471626703289	0.143061483065079	1	2.38272400197742	4.40525323463168	2.69413983589629	0.100717830141381	1	0.492826702271818	4.40525323463168	0.391104561115867	0.531719368320227	1	-0.914677145844989	4.40525323463168	0.790748859736368	0.373873782794438	1	1.91298900389793	4.40525323463168	5.27250686716081	0.021664791691316	1	3.49907962790344	4.40525323463168	15.8659616374338	6.79906351673062e-05	0.129562154484993	3.11159019539526	4.40525323463168	11.7463464066665	0.000609627915246	0.102325887639318	1.99307213275975	4.40525323463168	5.6487087379229	0.017468230457061	1	14857	Gsta1
ENSMUSG00000073412	1.06399382503891	1.05725816767304	3.97954465836665	0.046056011874357	0.59325124073871	1.12216120882413	1.05725816767304	3.20461438071209	0.073430816982753	1	0.623457175265711	1.05725816767304	1.00849471801814	0.315263728223404	1	-0.442773211245712	1.05725816767304	0.445698485362357	0.504384785238855	1	-0.986985914767506	1.05725816767304	2.49062812046594	0.114526009322761	1	0.205262788297622	1.05725816767304	0.101506418779195	0.750029307401636	1	0.441758381470308	1.05725816767304	0.781175573093151	0.376781848739438	1	0.933178568365438	1.05725816767304	1.65699390003118	0.198009690682465	1	-0.556456223443817	1.05725816767304	0.853091401101381	0.355679263944372	1	-3.61294345839641	1.05725816767304	3.93422458109603	0.047312947989025	1	-1.02535875774408	1.05725816767304	2.90084995082168	0.088532859365446	1	-0.520416835467449	1.05725816767304	0.673160330277938	0.411951937210251	1	0.78118686564578	1.05725816767304	1.57518938709586	0.209454986497259	1	0.84441968908028	1.05725816767304	1.04568626079589	0.306502675761665	1	16988	Lst1
ENSMUSG00000018924	-1.4446757583448	0.008054911007748	1.33595088110241	0.24774930269245	0.99801761552113	2.95057798758385	0.008054911007748	2.22746355475329	0.13557625229515	1	2.57986622135811	0.008054911007748	1.24992484156729	0.26356683262062	1	-0.811138205281057	0.008054911007748	0.441312304447138	0.506489741069712	1	-0.853336336648929	0.008054911007748	0.212052122725879	0.645163704094244	1	-3.65574184393229	0.008054911007748	3.06325283652416	0.080081207154255	1	-3.03282168938762	0.008054911007748	3.896851722983	0.048376682192659	1	-7.3270432942747	0.008054911007748	11.4453595486376	0.000716727634757	1	-1.63192220609538	0.008054911007748	1.59997679139536	0.205906499760396	1	-0.535394644790619	0.008054911007748	0.183116655755157	0.668708404755412	1	-6.01939623582756	0.008054911007748	5.93635428375234	0.014831667078611	1	-2.06224077535693	0.008054911007748	1.32839329945566	0.249091252700867	1	0.51249427087954	0.008054911007748	0.093787775084905	0.759415905770058	1	-4.42225642955975	0.008054911007748	2.89009898167109	0.089125449737802	1	11687	Alox15
ENSMUSG00000039457	-0.489121920466116	4.58719542792773	1.17131921325165	0.279130343450703	1	-0.469526793702666	4.58719542792773	0.741637367250405	0.389136875347911	1	0.024619189236161	4.58719542792773	0.002664375097766	0.958833407086828	1	-0.54885616655037	4.58719542792773	1.54914152536276	0.213262219728634	1	-0.362489620102913	4.58719542792773	0.613659305588499	0.433413334312952	1	-0.391275761085848	4.58719542792773	0.612838355885515	0.433721116156876	1	0.225435227678347	4.58719542792773	0.240831755149202	0.623606021797797	1	0.669294097873142	4.58719542792773	1.93226389421307	0.164510976173807	1	0.61869799228975	4.58719542792773	1.96354505769921	0.161134687861393	1	-0.378271523525001	4.58719542792773	0.430061173740796	0.511958932749916	1	2.27584683206028	4.58719542792773	22.1747039881419	2.48932090621978e-06	0.040320775378495	0.681897038313805	4.58719542792773	2.02746769649264	0.154477812326768	1	1.94152612463696	4.58719542792773	17.5008030253776	2.87186359033721e-05	0.013483191450576	1.06518132573975	4.58719542792773	5.1926980525771	0.022681976471637	1	19041	Ppl
ENSMUSG00000054277	-0.268216381525593	3.48585168337737	0.73864098552167	0.390096566967703	1	-0.202454557277374	3.48585168337737	0.40399430566049	0.525033607343562	1	0.605229451217556	3.48585168337737	3.14366535348518	0.076222335404499	1	-0.358170375982866	3.48585168337737	1.33047828787812	0.248720147707632	1	-0.262249700407598	3.48585168337737	0.558157140303138	0.455003713106148	1	0.110539708126669	3.48585168337737	0.129772078552719	0.718668472770873	1	-0.760153989458663	3.48585168337737	5.07094623012176	0.024330099210685	0.836702297165746	0.301480963168932	3.48585168337737	0.675475928606033	0.411148938569743	1	-0.328392312912267	3.48585168337737	1.21059945769844	0.271213433321891	1	0.058394611163333	3.48585168337737	0.039922231863443	0.841632711365671	1	0.667456704399491	3.48585168337737	3.31270328768449	0.068746317508406	1	-1.11051698933365	3.48585168337737	8.59534429916516	0.003370234895801	0.785052123876679	0.94945931954148	3.48585168337737	7.94373958647873	0.004825401468392	0.304971167639792	0.329586851311072	3.48585168337737	0.948685946608578	0.330054003969591	1	66251	Arfgap3
ENSMUSG00000018659	-0.422900259696803	6.07162763548574	5.07934085237719	0.024212573165183	0.448449731743515	0.079429242692384	6.07162763548574	0.192983816624974	0.660444729464412	1	0.409922302138922	6.07162763548574	5.29129243656092	0.021432308374855	1	0.533355043294257	6.07162763548574	6.93744856522881	0.008440943099096	1	0.049749310677428	6.07162763548574	0.054427165686548	0.815531328038809	1	0.077445936056187	6.07162763548574	0.209888153226814	0.646855082470763	1	0.16490788985013	6.07162763548574	1.02557490528181	0.311200266022495	1	-0.318580459330261	6.07162763548574	2.22370729672326	0.135906366167016	1	-0.145821950808887	6.07162763548574	0.666120985028329	0.414407286018211	1	0.109435151502587	6.07162763548574	0.14028438201052	0.707998461643725	1	0.359843883260444	6.07162763548574	4.71296622061817	0.029935956510904	1	0.201927039361965	6.07162763548574	1.50366014125137	0.220109047164713	1	-0.384665225685443	6.07162763548574	5.51515335688242	0.018852420331067	0.574528839722408	-0.106215939722098	6.07162763548574	0.421415614315606	0.516231524162725	1	103711	Pnpo
ENSMUSG00000029816	-0.598048624176043	2.85442822573772	0.487884764634828	0.484872382743888	1	-0.253287530573469	2.85442822573772	0.079460749028044	0.778029521102463	1	0.589210869873529	2.85442822573772	0.459783595211206	0.497725127596958	1	0.35983579952702	2.85442822573772	0.180021108645519	0.671355100734252	1	-1.08798466942256	2.85442822573772	1.26369965843469	0.260951955776451	1	-1.1336877425544	2.85442822573772	0.866199049819329	0.352009725989433	1	4.63587011993283	2.85442822573772	4.6562056879186	0.030941495228147	0.938835455902877	2.40024223928701	2.85442822573772	6.75845085089611	0.009330472740637	1	0.80620293162556	2.85442822573772	0.889195967561022	0.34569528608072	1	-0.719300861459743	2.85442822573772	0.514639582154587	0.473137284484195	1	-2.96992078410123	2.85442822573772	4.16058503302884	0.041375110710157	1	4.2394172970979	2.85442822573772	2.63607671160503	0.104461221801868	1	-1.00078747054396	2.85442822573772	0.508504288752192	0.475787055835948	1	-4.44785225196654	2.85442822573772	3.32625236224533	0.068182068351913	1	93695	Gpnmb
ENSMUSG00000052776	0.461422981090484	1.68223969938815	0.777148238099812	0.378014731364729	1	-0.468434675712035	1.68223969938815	0.341002629103798	0.559251056375629	1	0.864634392064046	1.68223969938815	2.3680665728599	0.123840344818001	1	-1.31248631721891	1.68223969938815	6.54373988981115	0.010525385150261	1	0.361699063502031	1.68223969938815	0.426250410911052	0.513834573558085	1	0.484225157653574	1.68223969938815	0.703933445973973	0.401465147439527	1	0.319147020382513	1.68223969938815	0.357095830097364	0.550123577766832	1	0.766033883928456	1.68223969938815	1.55475180885753	0.212435313919016	1	0.31442253383169	1.68223969938815	0.403007854982491	0.525539949458847	1	-0.299724962584026	1.68223969938815	0.134596454831296	0.713713084524266	1	-1.01966961929396	1.68223969938815	2.84444579952594	0.091690204243414	1	-2.09124566571355	1.68223969938815	11.0481555262547	0.000887754745345	0.406576869158365	0.627586873539616	1.68223969938815	1.16217988394891	0.281013910064095	1	0.541273758573111	1.68223969938815	0.551764132540825	0.457597765174293	1	246730	Oas1a
ENSMUSG00000021068	0.295895263277269	4.70592435125771	1.81853100779028	0.177488234451612	0.937660038333327	-0.118606225306133	4.70592435125771	0.332620155605241	0.564120303497928	1	-0.543530778855123	4.70592435125771	4.72345401621124	0.029753919327367	1	0.123855818644779	4.70592435125771	0.344934826949839	0.556994502461449	1	0.202944868026379	4.70592435125771	0.836914051408257	0.360280847731778	1	-0.30468432506382	4.70592435125771	1.32688868381229	0.249359479259087	1	0.431479736894733	4.70592435125771	1.41324528737221	0.234518403314986	1	0.445623594872956	4.70592435125771	4.36124549552778	0.036765415890985	1	0.053927196668285	4.70592435125771	0.050944062358781	0.821428602576291	1	-0.181094174287879	4.70592435125771	0.182985245103509	0.668820221189908	1	-0.662218714140112	4.70592435125771	2.88507812963189	0.089403669630824	1	-0.55565304351077	4.70592435125771	1.70815285313904	0.191225203846997	1	-0.056507484977077	4.70592435125771	0.033342310002354	0.855112851240901	1	-0.986879966256888	4.70592435125771	6.40712457891539	0.011366333578157	1	18080	Nin
